country,year_week,new_cases,number_sequenced,percent_cases_sequenced,variant,number_detections_variant,percent_variant
Slovenia,2020-11-01,9806,20.0,0.2,B.1.351,0,0.0
Spain,2020-11-01,123871,157.0,0.1,B.1.351,0,0.0
Sweden,2020-11-01,9453,22.0,0.2,B.1.351,0,0.0
Austria,2020-11-01,16979,38.0,0.2,Other,38,100.0
Belgium,2020-11-01,109639,241.0,0.2,Other,241,100.0
Bulgaria,2020-11-01,8386,0.0,0.0,Other,0,
Croatia,2020-11-01,10800,0.0,0.0,Other,0,
Cyprus,2020-11-01,901,4.0,0.4,Other,4,100.0
Czechia,2020-11-01,84212,37.0,0.0,Other,37,100.0
Denmark,2020-11-01,4964,396.0,8.0,Other,396,100.0
Estonia,2020-11-01,333,0.0,0.0,Other,0,
Finland,2020-11-01,1424,57.0,4.0,Other,57,100.0
France,2020-11-01,241473,141.0,0.1,Other,141,100.0
Germany,2020-11-01,71567,126.0,0.2,Other,126,100.0
Greece,2020-11-01,5412,1.0,0.0,Other,1,100.0
Hungary,2020-11-01,13795,5.0,0.0,Other,5,100.0
Iceland,2020-11-01,393,349.0,88.8,Other,349,100.0
Ireland,2020-11-01,7166,18.0,0.3,Other,18,100.0
Italy,2020-11-01,111541,51.0,0.0,Other,51,100.0
Latvia,2020-11-01,1228,4.0,0.3,Other,4,100.0
Liechtenstein,2020-11-01,141,3.0,2.1,Other,3,100.0
Lithuania,2020-11-01,2663,0.0,0.0,Other,0,
Luxembourg,2020-11-01,3558,361.0,10.1,Other,361,100.0
Malta,2020-11-01,838,0.0,0.0,Other,0,
Netherlands,2020-11-01,62691,194.0,0.3,Other,194,100.0
Norway,2020-11-01,1096,66.0,6.0,Other,66,100.0
Poland,2020-11-01,77922,0.0,0.0,Other,0,
Portugal,2020-11-01,18775,1.0,0.0,Other,1,100.0
Romania,2020-11-01,29260,1.0,0.0,Other,1,100.0
Slovakia,2020-11-01,14008,0.0,0.0,Other,0,
Slovenia,2020-11-01,9806,20.0,0.2,Other,20,100.0
Spain,2020-11-01,123871,157.0,0.1,Other,157,100.0
Sweden,2020-11-01,9453,22.0,0.2,Other,22,100.0
Austria,2020-11-01,16979,38.0,0.2,P.1,0,0.0
Belgium,2020-11-01,109639,241.0,0.2,P.1,0,0.0
Bulgaria,2020-11-01,8386,0.0,0.0,P.1,0,
Croatia,2020-11-01,10800,0.0,0.0,P.1,0,
Cyprus,2020-11-01,901,4.0,0.4,P.1,0,0.0
Czechia,2020-11-01,84212,37.0,0.0,P.1,0,0.0
Denmark,2020-11-01,4964,396.0,8.0,P.1,0,0.0
Estonia,2020-11-01,333,0.0,0.0,P.1,0,
Finland,2020-11-01,1424,57.0,4.0,P.1,0,0.0
France,2020-11-01,241473,141.0,0.1,P.1,0,0.0
Germany,2020-11-01,71567,126.0,0.2,P.1,0,0.0
Greece,2020-11-01,5412,1.0,0.0,P.1,0,0.0
Hungary,2020-11-01,13795,5.0,0.0,P.1,0,0.0
Iceland,2020-11-01,393,349.0,88.8,P.1,0,0.0
Ireland,2020-11-01,7166,18.0,0.3,P.1,0,0.0
Italy,2020-11-01,111541,51.0,0.0,P.1,0,0.0
Latvia,2020-11-01,1228,4.0,0.3,P.1,0,0.0
Liechtenstein,2020-11-01,141,3.0,2.1,P.1,0,0.0
Lithuania,2020-11-01,2663,0.0,0.0,P.1,0,
Luxembourg,2020-11-01,3558,361.0,10.1,P.1,0,0.0
Malta,2020-11-01,838,0.0,0.0,P.1,0,
Netherlands,2020-11-01,62691,194.0,0.3,P.1,0,0.0
Norway,2020-11-01,1096,66.0,6.0,P.1,0,0.0
Poland,2020-11-01,77922,0.0,0.0,P.1,0,
Portugal,2020-11-01,18775,1.0,0.0,P.1,0,0.0
Romania,2020-11-01,29260,1.0,0.0,P.1,0,0.0
Slovakia,2020-11-01,14008,0.0,0.0,P.1,0,
Slovenia,2020-11-01,9806,20.0,0.2,P.1,0,0.0
Spain,2020-11-01,123871,157.0,0.1,P.1,0,0.0
Sweden,2020-11-01,9453,22.0,0.2,P.1,0,0.0
Austria,2020-11-08,28574,51.0,0.2,B.1.1.7,0,0.0
Belgium,2020-11-08,93540,145.0,0.2,B.1.1.7,0,0.0
Bulgaria,2020-11-08,16180,0.0,0.0,B.1.1.7,0,
Croatia,2020-11-08,15115,0.0,0.0,B.1.1.7,0,
Cyprus,2020-11-08,1018,6.0,0.6,B.1.1.7,0,0.0
Czechia,2020-11-08,83547,30.0,0.0,B.1.1.7,0,0.0
Denmark,2020-11-08,6943,1457.0,21.0,B.1.1.7,0,0.0
Estonia,2020-11-08,574,0.0,0.0,B.1.1.7,0,
Finland,2020-11-08,1443,51.0,3.5,B.1.1.7,0,0.0
France,2020-11-08,275408,100.0,0.0,B.1.1.7,0,0.0
Germany,2020-11-08,107161,136.0,0.1,B.1.1.7,0,0.0
Greece,2020-11-08,10147,1.0,0.0,B.1.1.7,0,0.0
Hungary,2020-11-08,21217,37.0,0.2,B.1.1.7,0,0.0
Iceland,2020-11-08,442,373.0,84.4,B.1.1.7,0,0.0
Ireland,2020-11-08,4874,18.0,0.4,B.1.1.7,1,5.6
Italy,2020-11-08,183553,251.0,0.1,B.1.1.7,0,0.0
Latvia,2020-11-08,1458,1.0,0.1,B.1.1.7,0,0.0
Liechtenstein,2020-11-08,186,0.0,0.0,B.1.1.7,0,
Lithuania,2020-11-08,5535,2.0,0.0,B.1.1.7,0,0.0
Luxembourg,2020-11-08,4578,320.0,7.0,B.1.1.7,0,0.0
Malta,2020-11-08,823,0.0,0.0,B.1.1.7,0,
Netherlands,2020-11-08,68512,193.0,0.3,B.1.1.7,0,0.0
Norway,2020-11-08,2331,95.0,4.1,B.1.1.7,0,0.0
Poland,2020-11-08,126214,1.0,0.0,B.1.1.7,0,0.0
Portugal,2020-11-08,25655,0.0,0.0,B.1.1.7,0,
Romania,2020-11-08,37015,2.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-11-08,16103,0.0,0.0,B.1.1.7,0,
Slovenia,2020-11-08,12699,22.0,0.2,B.1.1.7,0,0.0
Spain,2020-11-08,142377,85.0,0.1,B.1.1.7,0,0.0
Sweden,2020-11-08,18974,45.0,0.2,B.1.1.7,0,0.0
Austria,2020-11-08,28574,51.0,0.2,B.1.351,0,0.0
Belgium,2020-11-08,93540,145.0,0.2,B.1.351,0,0.0
Bulgaria,2020-11-08,16180,0.0,0.0,B.1.351,0,
Croatia,2020-11-08,15115,0.0,0.0,B.1.351,0,
Cyprus,2020-11-08,1018,6.0,0.6,B.1.351,0,0.0
Czechia,2020-11-08,83547,30.0,0.0,B.1.351,0,0.0
Denmark,2020-11-08,6943,1457.0,21.0,B.1.351,0,0.0
Estonia,2020-11-08,574,0.0,0.0,B.1.351,0,
Finland,2020-11-08,1443,51.0,3.5,B.1.351,0,0.0
France,2020-11-08,275408,100.0,0.0,B.1.351,0,0.0
Germany,2020-11-08,107161,136.0,0.1,B.1.351,0,0.0
Greece,2020-11-08,10147,1.0,0.0,B.1.351,0,0.0
Hungary,2020-11-08,21217,37.0,0.2,B.1.351,0,0.0
Iceland,2020-11-08,442,373.0,84.4,B.1.351,0,0.0
Ireland,2020-11-08,4874,18.0,0.4,B.1.351,0,0.0
Italy,2020-11-08,183553,251.0,0.1,B.1.351,0,0.0
Latvia,2020-11-08,1458,1.0,0.1,B.1.351,0,0.0
Liechtenstein,2020-11-08,186,0.0,0.0,B.1.351,0,
Lithuania,2020-11-08,5535,2.0,0.0,B.1.351,0,0.0
Luxembourg,2020-11-08,4578,320.0,7.0,B.1.351,0,0.0
Malta,2020-11-08,823,0.0,0.0,B.1.351,0,
Netherlands,2020-11-08,68512,193.0,0.3,B.1.351,0,0.0
Norway,2020-11-08,2331,95.0,4.1,B.1.351,0,0.0
Poland,2020-11-08,126214,1.0,0.0,B.1.351,0,0.0
Portugal,2020-11-08,25655,0.0,0.0,B.1.351,0,
Romania,2020-11-08,37015,2.0,0.0,B.1.351,0,0.0
Slovakia,2020-11-08,16103,0.0,0.0,B.1.351,0,
Slovenia,2020-11-08,12699,22.0,0.2,B.1.351,0,0.0
Spain,2020-11-08,142377,85.0,0.1,B.1.351,0,0.0
Sweden,2020-11-08,18974,45.0,0.2,B.1.351,0,0.0
Austria,2020-11-08,28574,51.0,0.2,Other,51,100.0
Belgium,2020-11-08,93540,145.0,0.2,Other,145,100.0
Bulgaria,2020-11-08,16180,0.0,0.0,Other,0,
Croatia,2020-11-08,15115,0.0,0.0,Other,0,
Cyprus,2020-11-08,1018,6.0,0.6,Other,6,100.0
Czechia,2020-11-08,83547,30.0,0.0,Other,30,100.0
Denmark,2020-11-08,6943,1457.0,21.0,Other,1457,100.0
Estonia,2020-11-08,574,0.0,0.0,Other,0,
Finland,2020-11-08,1443,51.0,3.5,Other,51,100.0
France,2020-11-08,275408,100.0,0.0,Other,100,100.0
Germany,2020-11-08,107161,136.0,0.1,Other,136,100.0
Greece,2020-11-08,10147,1.0,0.0,Other,1,100.0
Hungary,2020-11-08,21217,37.0,0.2,Other,37,100.0
Iceland,2020-11-08,442,373.0,84.4,Other,373,100.0
Ireland,2020-11-08,4874,18.0,0.4,Other,17,94.4
Italy,2020-11-08,183553,251.0,0.1,Other,251,100.0
Latvia,2020-11-08,1458,1.0,0.1,Other,1,100.0
Liechtenstein,2020-11-08,186,0.0,0.0,Other,0,
Lithuania,2020-11-08,5535,2.0,0.0,Other,2,100.0
Luxembourg,2020-11-08,4578,320.0,7.0,Other,320,100.0
Malta,2020-11-08,823,0.0,0.0,Other,0,
Netherlands,2020-11-08,68512,193.0,0.3,Other,193,100.0
Norway,2020-11-08,2331,95.0,4.1,Other,95,100.0
Poland,2020-11-08,126214,1.0,0.0,Other,1,100.0
Portugal,2020-11-08,25655,0.0,0.0,Other,0,
Romania,2020-11-08,37015,2.0,0.0,Other,2,100.0
Slovakia,2020-11-08,16103,0.0,0.0,Other,0,
Slovenia,2020-11-08,12699,22.0,0.2,Other,22,100.0
Spain,2020-11-08,142377,85.0,0.1,Other,85,100.0
Sweden,2020-11-08,18974,45.0,0.2,Other,45,100.0
Austria,2020-11-08,28574,51.0,0.2,P.1,0,0.0
Belgium,2020-11-08,93540,145.0,0.2,P.1,0,0.0
Bulgaria,2020-11-08,16180,0.0,0.0,P.1,0,
Croatia,2020-11-08,15115,0.0,0.0,P.1,0,
Cyprus,2020-11-08,1018,6.0,0.6,P.1,0,0.0
Czechia,2020-11-08,83547,30.0,0.0,P.1,0,0.0
Denmark,2020-11-08,6943,1457.0,21.0,P.1,0,0.0
Estonia,2020-11-08,574,0.0,0.0,P.1,0,
Finland,2020-11-08,1443,51.0,3.5,P.1,0,0.0
France,2020-11-08,275408,100.0,0.0,P.1,0,0.0
Germany,2020-11-08,107161,136.0,0.1,P.1,0,0.0
Greece,2020-11-08,10147,1.0,0.0,P.1,0,0.0
Hungary,2020-11-08,21217,37.0,0.2,P.1,0,0.0
Iceland,2020-11-08,442,373.0,84.4,P.1,0,0.0
Ireland,2020-11-08,4874,18.0,0.4,P.1,0,0.0
Italy,2020-11-08,183553,251.0,0.1,P.1,0,0.0
Latvia,2020-11-08,1458,1.0,0.1,P.1,0,0.0
Liechtenstein,2020-11-08,186,0.0,0.0,P.1,0,
Lithuania,2020-11-08,5535,2.0,0.0,P.1,0,0.0
Luxembourg,2020-11-08,4578,320.0,7.0,P.1,0,0.0
Malta,2020-11-08,823,0.0,0.0,P.1,0,
Netherlands,2020-11-08,68512,193.0,0.3,P.1,0,0.0
Norway,2020-11-08,2331,95.0,4.1,P.1,0,0.0
Poland,2020-11-08,126214,1.0,0.0,P.1,0,0.0
Portugal,2020-11-08,25655,0.0,0.0,P.1,0,
Romania,2020-11-08,37015,2.0,0.0,P.1,0,0.0
Slovakia,2020-11-08,16103,0.0,0.0,P.1,0,
Slovenia,2020-11-08,12699,22.0,0.2,P.1,0,0.0
Spain,2020-11-08,142377,85.0,0.1,P.1,0,0.0
Sweden,2020-11-08,18974,45.0,0.2,P.1,0,0.0
Austria,2020-11-15,41398,109.0,0.3,B.1.1.7,0,0.0
Belgium,2020-11-15,48774,44.0,0.1,B.1.1.7,0,0.0
Bulgaria,2020-11-15,21091,0.0,0.0,B.1.1.7,0,
Croatia,2020-11-15,15752,0.0,0.0,B.1.1.7,0,
Cyprus,2020-11-15,1424,6.0,0.4,B.1.1.7,0,0.0
Czechia,2020-11-15,73184,26.0,0.0,B.1.1.7,0,0.0
Denmark,2020-11-15,7822,1528.0,19.5,B.1.1.7,0,0.0
Estonia,2020-11-15,1140,0.0,0.0,B.1.1.7,0,
Finland,2020-11-15,1506,0.0,0.0,B.1.1.7,0,
France,2020-11-15,373409,70.0,0.0,B.1.1.7,0,0.0
Germany,2020-11-15,126841,117.0,0.1,B.1.1.7,0,0.0
Greece,2020-11-15,15769,2.0,0.0,B.1.1.7,0,0.0
Hungary,2020-11-15,31998,0.0,0.0,B.1.1.7,0,
Iceland,2020-11-15,188,155.0,82.4,B.1.1.7,0,0.0
Ireland,2020-11-15,3392,52.0,1.5,B.1.1.7,0,0.0
Italy,2020-11-15,225769,113.0,0.1,B.1.1.7,0,0.0
Latvia,2020-11-15,1959,0.0,0.0,B.1.1.7,0,
Liechtenstein,2020-11-15,237,0.0,0.0,B.1.1.7,0,
Lithuania,2020-11-15,8980,1.0,0.0,B.1.1.7,0,0.0
Luxembourg,2020-11-15,3699,204.0,5.5,B.1.1.7,0,0.0
Malta,2020-11-15,842,0.0,0.0,B.1.1.7,0,
Netherlands,2020-11-15,50136,185.0,0.4,B.1.1.7,0,0.0
Norway,2020-11-15,3662,66.0,1.8,B.1.1.7,0,0.0
Poland,2020-11-15,166523,1.0,0.0,B.1.1.7,0,0.0
Portugal,2020-11-15,34983,27.0,0.1,B.1.1.7,0,0.0
Romania,2020-11-15,57088,1.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-11-15,15549,0.0,0.0,B.1.1.7,0,
Slovenia,2020-11-15,9512,18.0,0.2,B.1.1.7,0,0.0
Spain,2020-11-15,140521,88.0,0.1,B.1.1.7,5,5.7
Sweden,2020-11-15,27561,49.0,0.2,B.1.1.7,0,0.0
Austria,2020-11-15,41398,109.0,0.3,B.1.351,0,0.0
Belgium,2020-11-15,48774,44.0,0.1,B.1.351,0,0.0
Bulgaria,2020-11-15,21091,0.0,0.0,B.1.351,0,
Croatia,2020-11-15,15752,0.0,0.0,B.1.351,0,
Cyprus,2020-11-15,1424,6.0,0.4,B.1.351,0,0.0
Czechia,2020-11-15,73184,26.0,0.0,B.1.351,0,0.0
Denmark,2020-11-15,7822,1528.0,19.5,B.1.351,0,0.0
Estonia,2020-11-15,1140,0.0,0.0,B.1.351,0,
Finland,2020-11-15,1506,0.0,0.0,B.1.351,0,
France,2020-11-15,373409,70.0,0.0,B.1.351,0,0.0
Germany,2020-11-15,126841,117.0,0.1,B.1.351,0,0.0
Greece,2020-11-15,15769,2.0,0.0,B.1.351,0,0.0
Hungary,2020-11-15,31998,0.0,0.0,B.1.351,0,
Iceland,2020-11-15,188,155.0,82.4,B.1.351,0,0.0
Ireland,2020-11-15,3392,52.0,1.5,B.1.351,0,0.0
Italy,2020-11-15,225769,113.0,0.1,B.1.351,0,0.0
Latvia,2020-11-15,1959,0.0,0.0,B.1.351,0,
Liechtenstein,2020-11-15,237,0.0,0.0,B.1.351,0,
Lithuania,2020-11-15,8980,1.0,0.0,B.1.351,0,0.0
Luxembourg,2020-11-15,3699,204.0,5.5,B.1.351,0,0.0
Malta,2020-11-15,842,0.0,0.0,B.1.351,0,
Netherlands,2020-11-15,50136,185.0,0.4,B.1.351,0,0.0
Norway,2020-11-15,3662,66.0,1.8,B.1.351,0,0.0
Poland,2020-11-15,166523,1.0,0.0,B.1.351,0,0.0
Portugal,2020-11-15,34983,27.0,0.1,B.1.351,0,0.0
Romania,2020-11-15,57088,1.0,0.0,B.1.351,0,0.0
Slovakia,2020-11-15,15549,0.0,0.0,B.1.351,0,
Slovenia,2020-11-15,9512,18.0,0.2,B.1.351,0,0.0
Spain,2020-11-15,140521,88.0,0.1,B.1.351,0,0.0
Sweden,2020-11-15,27561,49.0,0.2,B.1.351,0,0.0
Austria,2020-11-15,41398,109.0,0.3,Other,109,100.0
Belgium,2020-11-15,48774,44.0,0.1,Other,44,100.0
Bulgaria,2020-11-15,21091,0.0,0.0,Other,0,
Croatia,2020-11-15,15752,0.0,0.0,Other,0,
Cyprus,2020-11-15,1424,6.0,0.4,Other,6,100.0
Czechia,2020-11-15,73184,26.0,0.0,Other,26,100.0
Denmark,2020-11-15,7822,1528.0,19.5,Other,1528,100.0
Estonia,2020-11-15,1140,0.0,0.0,Other,0,
Finland,2020-11-15,1506,0.0,0.0,Other,0,
France,2020-11-15,373409,70.0,0.0,Other,70,100.0
Germany,2020-11-15,126841,117.0,0.1,Other,117,100.0
Greece,2020-11-15,15769,2.0,0.0,Other,2,100.0
Hungary,2020-11-15,31998,0.0,0.0,Other,0,
Iceland,2020-11-15,188,155.0,82.4,Other,155,100.0
Ireland,2020-11-15,3392,52.0,1.5,Other,52,100.0
Italy,2020-11-15,225769,113.0,0.1,Other,113,100.0
Latvia,2020-11-15,1959,0.0,0.0,Other,0,
Liechtenstein,2020-11-15,237,0.0,0.0,Other,0,
Lithuania,2020-11-15,8980,1.0,0.0,Other,1,100.0
Luxembourg,2020-11-15,3699,204.0,5.5,Other,204,100.0
Malta,2020-11-15,842,0.0,0.0,Other,0,
Netherlands,2020-11-15,50136,185.0,0.4,Other,185,100.0
Norway,2020-11-15,3662,66.0,1.8,Other,66,100.0
Poland,2020-11-15,166523,1.0,0.0,Other,1,100.0
Portugal,2020-11-15,34983,27.0,0.1,Other,27,100.0
Romania,2020-11-15,57088,1.0,0.0,Other,1,100.0
Slovakia,2020-11-15,15549,0.0,0.0,Other,0,
Slovenia,2020-11-15,9512,18.0,0.2,Other,18,100.0
Spain,2020-11-15,140521,88.0,0.1,Other,83,94.3
Sweden,2020-11-15,27561,49.0,0.2,Other,49,100.0
Austria,2020-11-15,41398,109.0,0.3,P.1,0,0.0
Belgium,2020-11-15,48774,44.0,0.1,P.1,0,0.0
Bulgaria,2020-11-15,21091,0.0,0.0,P.1,0,
Croatia,2020-11-15,15752,0.0,0.0,P.1,0,
Cyprus,2020-11-15,1424,6.0,0.4,P.1,0,0.0
Czechia,2020-11-15,73184,26.0,0.0,P.1,0,0.0
Denmark,2020-11-15,7822,1528.0,19.5,P.1,0,0.0
Estonia,2020-11-15,1140,0.0,0.0,P.1,0,
Finland,2020-11-15,1506,0.0,0.0,P.1,0,
France,2020-11-15,373409,70.0,0.0,P.1,0,0.0
Germany,2020-11-15,126841,117.0,0.1,P.1,0,0.0
Greece,2020-11-15,15769,2.0,0.0,P.1,0,0.0
Hungary,2020-11-15,31998,0.0,0.0,P.1,0,
Iceland,2020-11-15,188,155.0,82.4,P.1,0,0.0
Ireland,2020-11-15,3392,52.0,1.5,P.1,0,0.0
Italy,2020-11-15,225769,113.0,0.1,P.1,0,0.0
Latvia,2020-11-15,1959,0.0,0.0,P.1,0,
Liechtenstein,2020-11-15,237,0.0,0.0,P.1,0,
Lithuania,2020-11-15,8980,1.0,0.0,P.1,0,0.0
Luxembourg,2020-11-15,3699,204.0,5.5,P.1,0,0.0
Malta,2020-11-15,842,0.0,0.0,P.1,0,
Netherlands,2020-11-15,50136,185.0,0.4,P.1,0,0.0
Norway,2020-11-15,3662,66.0,1.8,P.1,0,0.0
Poland,2020-11-15,166523,1.0,0.0,P.1,0,0.0
Portugal,2020-11-15,34983,27.0,0.1,P.1,0,0.0
Romania,2020-11-15,57088,1.0,0.0,P.1,0,0.0
Slovakia,2020-11-15,15549,0.0,0.0,P.1,0,
Slovenia,2020-11-15,9512,18.0,0.2,P.1,0,0.0
Spain,2020-11-15,140521,88.0,0.1,P.1,0,0.0
Sweden,2020-11-15,27561,49.0,0.2,P.1,0,0.0
Austria,2020-11-22,50986,116.0,0.2,B.1.1.7,0,0.0
Belgium,2020-11-22,31147,142.0,0.5,B.1.1.7,0,0.0
Bulgaria,2020-11-22,23091,0.0,0.0,B.1.1.7,0,
Croatia,2020-11-22,16959,29.0,0.2,B.1.1.7,0,0.0
Cyprus,2020-11-22,1191,6.0,0.5,B.1.1.7,0,0.0
Czechia,2020-11-22,45288,10.0,0.0,B.1.1.7,0,0.0
Denmark,2020-11-22,7015,1126.0,16.1,B.1.1.7,3,0.3
Estonia,2020-11-22,1512,0.0,0.0,B.1.1.7,0,
Finland,2020-11-22,1518,8.0,0.5,B.1.1.7,0,0.0
France,2020-11-22,194503,91.0,0.0,B.1.1.7,0,0.0
Germany,2020-11-22,129459,152.0,0.1,B.1.1.7,0,0.0
Greece,2020-11-22,17507,0.0,0.0,B.1.1.7,0,
Hungary,2020-11-22,32678,0.0,0.0,B.1.1.7,0,
Iceland,2020-11-22,111,96.0,86.5,B.1.1.7,0,0.0
Ireland,2020-11-22,2509,35.0,1.4,B.1.1.7,0,0.0
Italy,2020-11-22,243425,67.0,0.0,B.1.1.7,0,0.0
Latvia,2020-11-22,2452,0.0,0.0,B.1.1.7,0,
Liechtenstein,2020-11-22,197,0.0,0.0,B.1.1.7,0,
Lithuania,2020-11-22,10059,8.0,0.1,B.1.1.7,0,0.0
Luxembourg,2020-11-22,4063,220.0,5.4,B.1.1.7,0,0.0
Malta,2020-11-22,894,0.0,0.0,B.1.1.7,0,
Netherlands,2020-11-22,37762,206.0,0.5,B.1.1.7,1,0.5
Norway,2020-11-22,4001,57.0,1.4,B.1.1.7,0,0.0
Poland,2020-11-22,166547,0.0,0.0,B.1.1.7,0,
Portugal,2020-11-22,37977,339.0,0.9,B.1.1.7,1,0.3
Romania,2020-11-22,56530,1.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-11-22,11272,10.0,0.1,B.1.1.7,0,0.0
Slovenia,2020-11-22,9881,2.0,0.0,B.1.1.7,0,0.0
Spain,2020-11-22,115646,114.0,0.1,B.1.1.7,3,2.6
Sweden,2020-11-22,30138,35.0,0.1,B.1.1.7,0,0.0
Austria,2020-11-22,50986,116.0,0.2,B.1.351,0,0.0
Belgium,2020-11-22,31147,142.0,0.5,B.1.351,0,0.0
Bulgaria,2020-11-22,23091,0.0,0.0,B.1.351,0,
Croatia,2020-11-22,16959,29.0,0.2,B.1.351,0,0.0
Cyprus,2020-11-22,1191,6.0,0.5,B.1.351,0,0.0
Czechia,2020-11-22,45288,10.0,0.0,B.1.351,0,0.0
Denmark,2020-11-22,7015,1126.0,16.1,B.1.351,0,0.0
Estonia,2020-11-22,1512,0.0,0.0,B.1.351,0,
Finland,2020-11-22,1518,8.0,0.5,B.1.351,0,0.0
France,2020-11-22,194503,91.0,0.0,B.1.351,0,0.0
Germany,2020-11-22,129459,152.0,0.1,B.1.351,0,0.0
Greece,2020-11-22,17507,0.0,0.0,B.1.351,0,
Hungary,2020-11-22,32678,0.0,0.0,B.1.351,0,
Iceland,2020-11-22,111,96.0,86.5,B.1.351,0,0.0
Ireland,2020-11-22,2509,35.0,1.4,B.1.351,0,0.0
Italy,2020-11-22,243425,67.0,0.0,B.1.351,0,0.0
Latvia,2020-11-22,2452,0.0,0.0,B.1.351,0,
Liechtenstein,2020-11-22,197,0.0,0.0,B.1.351,0,
Lithuania,2020-11-22,10059,8.0,0.1,B.1.351,0,0.0
Luxembourg,2020-11-22,4063,220.0,5.4,B.1.351,0,0.0
Malta,2020-11-22,894,0.0,0.0,B.1.351,0,
Netherlands,2020-11-22,37762,206.0,0.5,B.1.351,0,0.0
Norway,2020-11-22,4001,57.0,1.4,B.1.351,0,0.0
Poland,2020-11-22,166547,0.0,0.0,B.1.351,0,
Portugal,2020-11-22,37977,339.0,0.9,B.1.351,0,0.0
Romania,2020-11-22,56530,1.0,0.0,B.1.351,0,0.0
Slovakia,2020-11-22,11272,10.0,0.1,B.1.351,0,0.0
Slovenia,2020-11-22,9881,2.0,0.0,B.1.351,0,0.0
Spain,2020-11-22,115646,114.0,0.1,B.1.351,0,0.0
Sweden,2020-11-22,30138,35.0,0.1,B.1.351,0,0.0
Austria,2020-11-22,50986,116.0,0.2,Other,116,100.0
Belgium,2020-11-22,31147,142.0,0.5,Other,142,100.0
Bulgaria,2020-11-22,23091,0.0,0.0,Other,0,
Croatia,2020-11-22,16959,29.0,0.2,Other,29,100.0
Cyprus,2020-11-22,1191,6.0,0.5,Other,6,100.0
Czechia,2020-11-22,45288,10.0,0.0,Other,10,100.0
Denmark,2020-11-22,7015,1126.0,16.1,Other,1123,99.7
Estonia,2020-11-22,1512,0.0,0.0,Other,0,
Finland,2020-11-22,1518,8.0,0.5,Other,8,100.0
France,2020-11-22,194503,91.0,0.0,Other,91,100.0
Germany,2020-11-22,129459,152.0,0.1,Other,152,100.0
Greece,2020-11-22,17507,0.0,0.0,Other,0,
Hungary,2020-11-22,32678,0.0,0.0,Other,0,
Iceland,2020-11-22,111,96.0,86.5,Other,96,100.0
Ireland,2020-11-22,2509,35.0,1.4,Other,35,100.0
Italy,2020-11-22,243425,67.0,0.0,Other,67,100.0
Latvia,2020-11-22,2452,0.0,0.0,Other,0,
Liechtenstein,2020-11-22,197,0.0,0.0,Other,0,
Lithuania,2020-11-22,10059,8.0,0.1,Other,8,100.0
Luxembourg,2020-11-22,4063,220.0,5.4,Other,220,100.0
Malta,2020-11-22,894,0.0,0.0,Other,0,
Netherlands,2020-11-22,37762,206.0,0.5,Other,205,99.5
Norway,2020-11-22,4001,57.0,1.4,Other,57,100.0
Poland,2020-11-22,166547,0.0,0.0,Other,0,
Portugal,2020-11-22,37977,339.0,0.9,Other,338,99.7
Romania,2020-11-22,56530,1.0,0.0,Other,1,100.0
Slovakia,2020-11-22,11272,10.0,0.1,Other,10,100.0
Slovenia,2020-11-22,9881,2.0,0.0,Other,2,100.0
Spain,2020-11-22,115646,114.0,0.1,Other,111,97.4
Sweden,2020-11-22,30138,35.0,0.1,Other,35,100.0
Austria,2020-11-22,50986,116.0,0.2,P.1,0,0.0
Belgium,2020-11-22,31147,142.0,0.5,P.1,0,0.0
Bulgaria,2020-11-22,23091,0.0,0.0,P.1,0,
Croatia,2020-11-22,16959,29.0,0.2,P.1,0,0.0
Cyprus,2020-11-22,1191,6.0,0.5,P.1,0,0.0
Czechia,2020-11-22,45288,10.0,0.0,P.1,0,0.0
Denmark,2020-11-22,7015,1126.0,16.1,P.1,0,0.0
Estonia,2020-11-22,1512,0.0,0.0,P.1,0,
Finland,2020-11-22,1518,8.0,0.5,P.1,0,0.0
France,2020-11-22,194503,91.0,0.0,P.1,0,0.0
Germany,2020-11-22,129459,152.0,0.1,P.1,0,0.0
Greece,2020-11-22,17507,0.0,0.0,P.1,0,
Hungary,2020-11-22,32678,0.0,0.0,P.1,0,
Iceland,2020-11-22,111,96.0,86.5,P.1,0,0.0
Ireland,2020-11-22,2509,35.0,1.4,P.1,0,0.0
Italy,2020-11-22,243425,67.0,0.0,P.1,0,0.0
Latvia,2020-11-22,2452,0.0,0.0,P.1,0,
Liechtenstein,2020-11-22,197,0.0,0.0,P.1,0,
Lithuania,2020-11-22,10059,8.0,0.1,P.1,0,0.0
Luxembourg,2020-11-22,4063,220.0,5.4,P.1,0,0.0
Malta,2020-11-22,894,0.0,0.0,P.1,0,
Netherlands,2020-11-22,37762,206.0,0.5,P.1,0,0.0
Norway,2020-11-22,4001,57.0,1.4,P.1,0,0.0
Poland,2020-11-22,166547,0.0,0.0,P.1,0,
Portugal,2020-11-22,37977,339.0,0.9,P.1,0,0.0
Romania,2020-11-22,56530,1.0,0.0,P.1,0,0.0
Slovakia,2020-11-22,11272,10.0,0.1,P.1,0,0.0
Slovenia,2020-11-22,9881,2.0,0.0,P.1,0,0.0
