country,year_week,new_cases,number_sequenced,percent_cases_sequenced,variant,number_detections_variant,percent_variant
Austria,2020-10-11,5152,4.0,0.1,B.1.1.7,0,0.0
Belgium,2020-10-11,21351,17.0,0.1,B.1.1.7,0,0.0
Bulgaria,2020-10-11,1532,0.0,0.0,B.1.1.7,0,
Croatia,2020-10-11,1462,11.0,0.8,B.1.1.7,0,0.0
Cyprus,2020-10-11,128,7.0,5.5,B.1.1.7,0,0.0
Czechia,2020-10-11,17849,32.0,0.2,B.1.1.7,0,0.0
Denmark,2020-10-11,3043,433.0,14.2,B.1.1.7,0,0.0
Estonia,2020-10-11,407,0.0,0.0,B.1.1.7,0,
Finland,2020-10-11,856,127.0,14.8,B.1.1.7,0,0.0
France,2020-10-11,80601,97.0,0.1,B.1.1.7,0,0.0
Germany,2020-10-11,15287,129.0,0.8,B.1.1.7,0,0.0
Greece,2020-10-11,2398,0.0,0.0,B.1.1.7,0,
Hungary,2020-10-11,6764,75.0,1.1,B.1.1.7,0,0.0
Iceland,2020-10-11,298,298.0,100.0,B.1.1.7,0,0.0
Ireland,2020-10-11,3042,16.0,0.5,B.1.1.7,0,0.0
Italy,2020-10-11,15459,40.0,0.3,B.1.1.7,0,0.0
Latvia,2020-10-11,410,212.0,51.7,B.1.1.7,0,0.0
Liechtenstein,2020-10-11,9,0.0,0.0,B.1.1.7,0,
Lithuania,2020-10-11,800,3.0,0.4,B.1.1.7,0,0.0
Luxembourg,2020-10-11,352,12.0,3.4,B.1.1.7,0,0.0
Malta,2020-10-11,311,0.0,0.0,B.1.1.7,0,
Netherlands,2020-10-11,24239,125.0,0.5,B.1.1.7,0,0.0
Norway,2020-10-11,743,60.0,8.1,B.1.1.7,0,0.0
Poland,2020-10-11,10810,1.0,0.0,B.1.1.7,0,0.0
Portugal,2020-10-11,4643,0.0,0.0,B.1.1.7,0,
Romania,2020-10-11,11392,4.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-10-11,4061,0.0,0.0,B.1.1.7,0,
Slovenia,2020-10-11,1148,15.0,1.3,B.1.1.7,0,0.0
Spain,2020-10-11,65146,181.0,0.3,B.1.1.7,0,0.0
Sweden,2020-10-11,3638,19.0,0.5,B.1.1.7,0,0.0
Austria,2020-10-11,5152,4.0,0.1,B.1.351,0,0.0
Belgium,2020-10-11,21351,17.0,0.1,B.1.351,0,0.0
Bulgaria,2020-10-11,1532,0.0,0.0,B.1.351,0,
Croatia,2020-10-11,1462,11.0,0.8,B.1.351,0,0.0
Cyprus,2020-10-11,128,7.0,5.5,B.1.351,0,0.0
Czechia,2020-10-11,17849,32.0,0.2,B.1.351,0,0.0
Denmark,2020-10-11,3043,433.0,14.2,B.1.351,0,0.0
Estonia,2020-10-11,407,0.0,0.0,B.1.351,0,
Finland,2020-10-11,856,127.0,14.8,B.1.351,0,0.0
France,2020-10-11,80601,97.0,0.1,B.1.351,0,0.0
Germany,2020-10-11,15287,129.0,0.8,B.1.351,0,0.0
Greece,2020-10-11,2398,0.0,0.0,B.1.351,0,
Hungary,2020-10-11,6764,75.0,1.1,B.1.351,0,0.0
Iceland,2020-10-11,298,298.0,100.0,B.1.351,0,0.0
Ireland,2020-10-11,3042,16.0,0.5,B.1.351,0,0.0
Italy,2020-10-11,15459,40.0,0.3,B.1.351,0,0.0
Latvia,2020-10-11,410,212.0,51.7,B.1.351,0,0.0
Liechtenstein,2020-10-11,9,0.0,0.0,B.1.351,0,
Lithuania,2020-10-11,800,3.0,0.4,B.1.351,0,0.0
Luxembourg,2020-10-11,352,12.0,3.4,B.1.351,0,0.0
Malta,2020-10-11,311,0.0,0.0,B.1.351,0,
Netherlands,2020-10-11,24239,125.0,0.5,B.1.351,0,0.0
Norway,2020-10-11,743,60.0,8.1,B.1.351,0,0.0
Poland,2020-10-11,10810,1.0,0.0,B.1.351,0,0.0
Portugal,2020-10-11,4643,0.0,0.0,B.1.351,0,
Romania,2020-10-11,11392,4.0,0.0,B.1.351,0,0.0
Slovakia,2020-10-11,4061,0.0,0.0,B.1.351,0,
Slovenia,2020-10-11,1148,15.0,1.3,B.1.351,0,0.0
Spain,2020-10-11,65146,181.0,0.3,B.1.351,0,0.0
Sweden,2020-10-11,3638,19.0,0.5,B.1.351,0,0.0
Austria,2020-10-11,5152,4.0,0.1,Other,4,100.0
Belgium,2020-10-11,21351,17.0,0.1,Other,17,100.0
Bulgaria,2020-10-11,1532,0.0,0.0,Other,0,
Croatia,2020-10-11,1462,11.0,0.8,Other,11,100.0
Cyprus,2020-10-11,128,7.0,5.5,Other,7,100.0
Czechia,2020-10-11,17849,32.0,0.2,Other,32,100.0
Denmark,2020-10-11,3043,433.0,14.2,Other,433,100.0
Estonia,2020-10-11,407,0.0,0.0,Other,0,
Finland,2020-10-11,856,127.0,14.8,Other,127,100.0
France,2020-10-11,80601,97.0,0.1,Other,97,100.0
Germany,2020-10-11,15287,129.0,0.8,Other,129,100.0
Greece,2020-10-11,2398,0.0,0.0,Other,0,
Hungary,2020-10-11,6764,75.0,1.1,Other,75,100.0
Iceland,2020-10-11,298,298.0,100.0,Other,298,100.0
Ireland,2020-10-11,3042,16.0,0.5,Other,16,100.0
Italy,2020-10-11,15459,40.0,0.3,Other,40,100.0
Latvia,2020-10-11,410,212.0,51.7,Other,212,100.0
Liechtenstein,2020-10-11,9,0.0,0.0,Other,0,
Lithuania,2020-10-11,800,3.0,0.4,Other,3,100.0
Luxembourg,2020-10-11,352,12.0,3.4,Other,12,100.0
Malta,2020-10-11,311,0.0,0.0,Other,0,
Netherlands,2020-10-11,24239,125.0,0.5,Other,125,100.0
Norway,2020-10-11,743,60.0,8.1,Other,60,100.0
Poland,2020-10-11,10810,1.0,0.0,Other,1,100.0
Portugal,2020-10-11,4643,0.0,0.0,Other,0,
Romania,2020-10-11,11392,4.0,0.0,Other,4,100.0
Slovakia,2020-10-11,4061,0.0,0.0,Other,0,
Slovenia,2020-10-11,1148,15.0,1.3,Other,15,100.0
Spain,2020-10-11,65146,181.0,0.3,Other,181,100.0
Sweden,2020-10-11,3638,19.0,0.5,Other,19,100.0
Austria,2020-10-11,5152,4.0,0.1,P.1,0,0.0
Belgium,2020-10-11,21351,17.0,0.1,P.1,0,0.0
Bulgaria,2020-10-11,1532,0.0,0.0,P.1,0,
Croatia,2020-10-11,1462,11.0,0.8,P.1,0,0.0
Cyprus,2020-10-11,128,7.0,5.5,P.1,0,0.0
Czechia,2020-10-11,17849,32.0,0.2,P.1,0,0.0
Denmark,2020-10-11,3043,433.0,14.2,P.1,0,0.0
Estonia,2020-10-11,407,0.0,0.0,P.1,0,
Finland,2020-10-11,856,127.0,14.8,P.1,0,0.0
France,2020-10-11,80601,97.0,0.1,P.1,0,0.0
Germany,2020-10-11,15287,129.0,0.8,P.1,0,0.0
Greece,2020-10-11,2398,0.0,0.0,P.1,0,
Hungary,2020-10-11,6764,75.0,1.1,P.1,0,0.0
Iceland,2020-10-11,298,298.0,100.0,P.1,0,0.0
Ireland,2020-10-11,3042,16.0,0.5,P.1,0,0.0
Italy,2020-10-11,15459,40.0,0.3,P.1,0,0.0
Latvia,2020-10-11,410,212.0,51.7,P.1,0,0.0
Liechtenstein,2020-10-11,9,0.0,0.0,P.1,0,
Lithuania,2020-10-11,800,3.0,0.4,P.1,0,0.0
Luxembourg,2020-10-11,352,12.0,3.4,P.1,0,0.0
Malta,2020-10-11,311,0.0,0.0,P.1,0,
Netherlands,2020-10-11,24239,125.0,0.5,P.1,0,0.0
Norway,2020-10-11,743,60.0,8.1,P.1,0,0.0
Poland,2020-10-11,10810,1.0,0.0,P.1,0,0.0
Portugal,2020-10-11,4643,0.0,0.0,P.1,0,
Romania,2020-10-11,11392,4.0,0.0,P.1,0,0.0
Slovakia,2020-10-11,4061,0.0,0.0,P.1,0,
Slovenia,2020-10-11,1148,15.0,1.3,P.1,0,0.0
Spain,2020-10-11,65146,181.0,0.3,P.1,0,0.0
Sweden,2020-10-11,3638,19.0,0.5,P.1,0,0.0
Austria,2020-10-18,7365,24.0,0.3,B.1.1.7,0,0.0
Belgium,2020-10-18,43319,109.0,0.3,B.1.1.7,0,0.0
Bulgaria,2020-10-18,2815,0.0,0.0,B.1.1.7,0,
Croatia,2020-10-18,2781,1.0,0.0,B.1.1.7,0,0.0
Cyprus,2020-10-18,162,4.0,2.5,B.1.1.7,0,0.0
Czechia,2020-10-18,34664,43.0,0.1,B.1.1.7,0,0.0
Denmark,2020-10-18,2742,397.0,14.5,B.1.1.7,0,0.0
Estonia,2020-10-18,258,0.0,0.0,B.1.1.7,0,
Finland,2020-10-18,1460,155.0,10.6,B.1.1.7,0,0.0
France,2020-10-18,115804,102.0,0.1,B.1.1.7,0,0.0
Germany,2020-10-18,24712,129.0,0.5,B.1.1.7,0,0.0
Greece,2020-10-18,2516,2.0,0.1,B.1.1.7,0,0.0
Hungary,2020-10-18,7097,31.0,0.4,B.1.1.7,0,0.0
Iceland,2020-10-18,605,557.0,92.1,B.1.1.7,0,0.0
Ireland,2020-10-18,4496,69.0,1.5,B.1.1.7,0,0.0
Italy,2020-10-18,29621,38.0,0.1,B.1.1.7,0,0.0
Latvia,2020-10-18,584,85.0,14.6,B.1.1.7,0,0.0
Liechtenstein,2020-10-18,12,0.0,0.0,B.1.1.7,0,
Lithuania,2020-10-18,937,1.0,0.1,B.1.1.7,0,0.0
Luxembourg,2020-10-18,651,22.0,3.4,B.1.1.7,0,0.0
Malta,2020-10-18,517,0.0,0.0,B.1.1.7,0,
Netherlands,2020-10-18,38701,150.0,0.4,B.1.1.7,0,0.0
Norway,2020-10-18,1072,44.0,4.1,B.1.1.7,0,0.0
Poland,2020-10-18,27676,0.0,0.0,B.1.1.7,0,
Portugal,2020-10-18,8417,0.0,0.0,B.1.1.7,0,
Romania,2020-10-18,21218,3.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-10-18,6712,1.0,0.0,B.1.1.7,0,0.0
Slovenia,2020-10-18,2167,19.0,0.9,B.1.1.7,0,0.0
Spain,2020-10-18,75556,170.0,0.2,B.1.1.7,0,0.0
Sweden,2020-10-18,4541,22.0,0.5,B.1.1.7,0,0.0
Austria,2020-10-18,7365,24.0,0.3,B.1.351,0,0.0
Belgium,2020-10-18,43319,109.0,0.3,B.1.351,0,0.0
Bulgaria,2020-10-18,2815,0.0,0.0,B.1.351,0,
Croatia,2020-10-18,2781,1.0,0.0,B.1.351,0,0.0
Cyprus,2020-10-18,162,4.0,2.5,B.1.351,0,0.0
Czechia,2020-10-18,34664,43.0,0.1,B.1.351,0,0.0
Denmark,2020-10-18,2742,397.0,14.5,B.1.351,0,0.0
Estonia,2020-10-18,258,0.0,0.0,B.1.351,0,
Finland,2020-10-18,1460,155.0,10.6,B.1.351,0,0.0
France,2020-10-18,115804,102.0,0.1,B.1.351,0,0.0
Germany,2020-10-18,24712,129.0,0.5,B.1.351,0,0.0
Greece,2020-10-18,2516,2.0,0.1,B.1.351,0,0.0
Hungary,2020-10-18,7097,31.0,0.4,B.1.351,0,0.0
Iceland,2020-10-18,605,557.0,92.1,B.1.351,0,0.0
Ireland,2020-10-18,4496,69.0,1.5,B.1.351,0,0.0
Italy,2020-10-18,29621,38.0,0.1,B.1.351,0,0.0
Latvia,2020-10-18,584,85.0,14.6,B.1.351,0,0.0
Liechtenstein,2020-10-18,12,0.0,0.0,B.1.351,0,
Lithuania,2020-10-18,937,1.0,0.1,B.1.351,0,0.0
Luxembourg,2020-10-18,651,22.0,3.4,B.1.351,0,0.0
Malta,2020-10-18,517,0.0,0.0,B.1.351,0,
Netherlands,2020-10-18,38701,150.0,0.4,B.1.351,0,0.0
Norway,2020-10-18,1072,44.0,4.1,B.1.351,0,0.0
Poland,2020-10-18,27676,0.0,0.0,B.1.351,0,
Portugal,2020-10-18,8417,0.0,0.0,B.1.351,0,
Romania,2020-10-18,21218,3.0,0.0,B.1.351,0,0.0
Slovakia,2020-10-18,6712,1.0,0.0,B.1.351,0,0.0
Slovenia,2020-10-18,2167,19.0,0.9,B.1.351,0,0.0
Spain,2020-10-18,75556,170.0,0.2,B.1.351,0,0.0
Sweden,2020-10-18,4541,22.0,0.5,B.1.351,0,0.0
Austria,2020-10-18,7365,24.0,0.3,Other,24,100.0
Belgium,2020-10-18,43319,109.0,0.3,Other,109,100.0
Bulgaria,2020-10-18,2815,0.0,0.0,Other,0,
Croatia,2020-10-18,2781,1.0,0.0,Other,1,100.0
Cyprus,2020-10-18,162,4.0,2.5,Other,4,100.0
Czechia,2020-10-18,34664,43.0,0.1,Other,43,100.0
Denmark,2020-10-18,2742,397.0,14.5,Other,397,100.0
Estonia,2020-10-18,258,0.0,0.0,Other,0,
Finland,2020-10-18,1460,155.0,10.6,Other,155,100.0
France,2020-10-18,115804,102.0,0.1,Other,102,100.0
Germany,2020-10-18,24712,129.0,0.5,Other,129,100.0
Greece,2020-10-18,2516,2.0,0.1,Other,2,100.0
Hungary,2020-10-18,7097,31.0,0.4,Other,31,100.0
Iceland,2020-10-18,605,557.0,92.1,Other,557,100.0
Ireland,2020-10-18,4496,69.0,1.5,Other,69,100.0
Italy,2020-10-18,29621,38.0,0.1,Other,38,100.0
Latvia,2020-10-18,584,85.0,14.6,Other,85,100.0
Liechtenstein,2020-10-18,12,0.0,0.0,Other,0,
Lithuania,2020-10-18,937,1.0,0.1,Other,1,100.0
Luxembourg,2020-10-18,651,22.0,3.4,Other,22,100.0
Malta,2020-10-18,517,0.0,0.0,Other,0,
Netherlands,2020-10-18,38701,150.0,0.4,Other,150,100.0
Norway,2020-10-18,1072,44.0,4.1,Other,44,100.0
Poland,2020-10-18,27676,0.0,0.0,Other,0,
Portugal,2020-10-18,8417,0.0,0.0,Other,0,
Romania,2020-10-18,21218,3.0,0.0,Other,3,100.0
Slovakia,2020-10-18,6712,1.0,0.0,Other,1,100.0
Slovenia,2020-10-18,2167,19.0,0.9,Other,19,100.0
Spain,2020-10-18,75556,170.0,0.2,Other,170,100.0
Sweden,2020-10-18,4541,22.0,0.5,Other,22,100.0
Austria,2020-10-18,7365,24.0,0.3,P.1,0,0.0
Belgium,2020-10-18,43319,109.0,0.3,P.1,0,0.0
Bulgaria,2020-10-18,2815,0.0,0.0,P.1,0,
Croatia,2020-10-18,2781,1.0,0.0,P.1,0,0.0
Cyprus,2020-10-18,162,4.0,2.5,P.1,0,0.0
Czechia,2020-10-18,34664,43.0,0.1,P.1,0,0.0
Denmark,2020-10-18,2742,397.0,14.5,P.1,0,0.0
Estonia,2020-10-18,258,0.0,0.0,P.1,0,
Finland,2020-10-18,1460,155.0,10.6,P.1,0,0.0
France,2020-10-18,115804,102.0,0.1,P.1,0,0.0
Germany,2020-10-18,24712,129.0,0.5,P.1,0,0.0
Greece,2020-10-18,2516,2.0,0.1,P.1,0,0.0
Hungary,2020-10-18,7097,31.0,0.4,P.1,0,0.0
Iceland,2020-10-18,605,557.0,92.1,P.1,0,0.0
Ireland,2020-10-18,4496,69.0,1.5,P.1,0,0.0
Italy,2020-10-18,29621,38.0,0.1,P.1,0,0.0
Latvia,2020-10-18,584,85.0,14.6,P.1,0,0.0
Liechtenstein,2020-10-18,12,0.0,0.0,P.1,0,
Lithuania,2020-10-18,937,1.0,0.1,P.1,0,0.0
Luxembourg,2020-10-18,651,22.0,3.4,P.1,0,0.0
Malta,2020-10-18,517,0.0,0.0,P.1,0,
Netherlands,2020-10-18,38701,150.0,0.4,P.1,0,0.0
Norway,2020-10-18,1072,44.0,4.1,P.1,0,0.0
Poland,2020-10-18,27676,0.0,0.0,P.1,0,
Portugal,2020-10-18,8417,0.0,0.0,P.1,0,
Romania,2020-10-18,21218,3.0,0.0,P.1,0,0.0
Slovakia,2020-10-18,6712,1.0,0.0,P.1,0,0.0
Slovenia,2020-10-18,2167,19.0,0.9,P.1,0,0.0
Spain,2020-10-18,75556,170.0,0.2,P.1,0,0.0
Sweden,2020-10-18,4541,22.0,0.5,P.1,0,0.0
Austria,2020-10-25,9574,41.0,0.4,B.1.1.7,0,0.0
Belgium,2020-10-25,78026,98.0,0.1,B.1.1.7,0,0.0
Bulgaria,2020-10-25,5101,0.0,0.0,B.1.1.7,0,
Croatia,2020-10-25,5140,0.0,0.0,B.1.1.7,0,
Cyprus,2020-10-25,658,4.0,0.6,B.1.1.7,0,0.0
Czechia,2020-10-25,56775,23.0,0.0,B.1.1.7,0,0.0
Denmark,2020-10-25,2970,1153.0,38.8,B.1.1.7,0,0.0
Estonia,2020-10-25,213,0.0,0.0,B.1.1.7,0,
Finland,2020-10-25,1426,39.0,2.7,B.1.1.7,0,0.0
France,2020-10-25,162060,94.0,0.1,B.1.1.7,0,0.0
Germany,2020-10-25,40968,129.0,0.3,B.1.1.7,0,0.0
Greece,2020-10-25,3012,0.0,0.0,B.1.1.7,0,
Hungary,2020-10-25,9191,1.0,0.0,B.1.1.7,0,0.0
Iceland,2020-10-25,529,480.0,90.7,B.1.1.7,0,0.0
Ireland,2020-10-25,7434,82.0,1.1,B.1.1.7,0,0.0
Italy,2020-10-25,59291,63.0,0.1,B.1.1.7,0,0.0
Latvia,2020-10-25,780,8.0,1.0,B.1.1.7,0,0.0
Liechtenstein,2020-10-25,86,0.0,0.0,B.1.1.7,0,
Lithuania,2020-10-25,1399,2.0,0.1,B.1.1.7,0,0.0
Luxembourg,2020-10-25,1286,32.0,2.5,B.1.1.7,0,0.0
Malta,2020-10-25,894,0.0,0.0,B.1.1.7,0,
Netherlands,2020-10-25,53784,214.0,0.4,B.1.1.7,0,0.0
Norway,2020-10-25,915,56.0,6.1,B.1.1.7,0,0.0
Poland,2020-10-25,49950,0.0,0.0,B.1.1.7,0,
Portugal,2020-10-25,13247,0.0,0.0,B.1.1.7,0,
Romania,2020-10-25,25105,0.0,0.0,B.1.1.7,0,
Slovakia,2020-10-25,9984,0.0,0.0,B.1.1.7,0,
Slovenia,2020-10-25,4479,12.0,0.3,B.1.1.7,0,0.0
Spain,2020-10-25,85481,344.0,0.4,B.1.1.7,0,0.0
Sweden,2020-10-25,5754,7.0,0.1,B.1.1.7,0,0.0
Austria,2020-10-25,9574,41.0,0.4,B.1.351,0,0.0
Belgium,2020-10-25,78026,98.0,0.1,B.1.351,0,0.0
Bulgaria,2020-10-25,5101,0.0,0.0,B.1.351,0,
Croatia,2020-10-25,5140,0.0,0.0,B.1.351,0,
Cyprus,2020-10-25,658,4.0,0.6,B.1.351,0,0.0
Czechia,2020-10-25,56775,23.0,0.0,B.1.351,0,0.0
Denmark,2020-10-25,2970,1153.0,38.8,B.1.351,0,0.0
Estonia,2020-10-25,213,0.0,0.0,B.1.351,0,
Finland,2020-10-25,1426,39.0,2.7,B.1.351,0,0.0
France,2020-10-25,162060,94.0,0.1,B.1.351,0,0.0
Germany,2020-10-25,40968,129.0,0.3,B.1.351,0,0.0
Greece,2020-10-25,3012,0.0,0.0,B.1.351,0,
Hungary,2020-10-25,9191,1.0,0.0,B.1.351,0,0.0
Iceland,2020-10-25,529,480.0,90.7,B.1.351,0,0.0
Ireland,2020-10-25,7434,82.0,1.1,B.1.351,0,0.0
Italy,2020-10-25,59291,63.0,0.1,B.1.351,0,0.0
Latvia,2020-10-25,780,8.0,1.0,B.1.351,0,0.0
Liechtenstein,2020-10-25,86,0.0,0.0,B.1.351,0,
Lithuania,2020-10-25,1399,2.0,0.1,B.1.351,0,0.0
Luxembourg,2020-10-25,1286,32.0,2.5,B.1.351,0,0.0
Malta,2020-10-25,894,0.0,0.0,B.1.351,0,
Netherlands,2020-10-25,53784,214.0,0.4,B.1.351,0,0.0
Norway,2020-10-25,915,56.0,6.1,B.1.351,0,0.0
Poland,2020-10-25,49950,0.0,0.0,B.1.351,0,
Portugal,2020-10-25,13247,0.0,0.0,B.1.351,0,
Romania,2020-10-25,25105,0.0,0.0,B.1.351,0,
Slovakia,2020-10-25,9984,0.0,0.0,B.1.351,0,
Slovenia,2020-10-25,4479,12.0,0.3,B.1.351,0,0.0
Spain,2020-10-25,85481,344.0,0.4,B.1.351,0,0.0
Sweden,2020-10-25,5754,7.0,0.1,B.1.351,0,0.0
Austria,2020-10-25,9574,41.0,0.4,Other,41,100.0
Belgium,2020-10-25,78026,98.0,0.1,Other,98,100.0
Bulgaria,2020-10-25,5101,0.0,0.0,Other,0,
Croatia,2020-10-25,5140,0.0,0.0,Other,0,
Cyprus,2020-10-25,658,4.0,0.6,Other,4,100.0
Czechia,2020-10-25,56775,23.0,0.0,Other,23,100.0
Denmark,2020-10-25,2970,1153.0,38.8,Other,1153,100.0
Estonia,2020-10-25,213,0.0,0.0,Other,0,
Finland,2020-10-25,1426,39.0,2.7,Other,39,100.0
France,2020-10-25,162060,94.0,0.1,Other,94,100.0
Germany,2020-10-25,40968,129.0,0.3,Other,129,100.0
Greece,2020-10-25,3012,0.0,0.0,Other,0,
Hungary,2020-10-25,9191,1.0,0.0,Other,1,100.0
Iceland,2020-10-25,529,480.0,90.7,Other,480,100.0
Ireland,2020-10-25,7434,82.0,1.1,Other,82,100.0
Italy,2020-10-25,59291,63.0,0.1,Other,63,100.0
Latvia,2020-10-25,780,8.0,1.0,Other,8,100.0
Liechtenstein,2020-10-25,86,0.0,0.0,Other,0,
Lithuania,2020-10-25,1399,2.0,0.1,Other,2,100.0
Luxembourg,2020-10-25,1286,32.0,2.5,Other,32,100.0
Malta,2020-10-25,894,0.0,0.0,Other,0,
Netherlands,2020-10-25,53784,214.0,0.4,Other,214,100.0
Norway,2020-10-25,915,56.0,6.1,Other,56,100.0
Poland,2020-10-25,49950,0.0,0.0,Other,0,
Portugal,2020-10-25,13247,0.0,0.0,Other,0,
Romania,2020-10-25,25105,0.0,0.0,Other,0,
Slovakia,2020-10-25,9984,0.0,0.0,Other,0,
Slovenia,2020-10-25,4479,12.0,0.3,Other,12,100.0
Spain,2020-10-25,85481,344.0,0.4,Other,344,100.0
Sweden,2020-10-25,5754,7.0,0.1,Other,7,100.0
Austria,2020-10-25,9574,41.0,0.4,P.1,0,0.0
Belgium,2020-10-25,78026,98.0,0.1,P.1,0,0.0
Bulgaria,2020-10-25,5101,0.0,0.0,P.1,0,
Croatia,2020-10-25,5140,0.0,0.0,P.1,0,
Cyprus,2020-10-25,658,4.0,0.6,P.1,0,0.0
Czechia,2020-10-25,56775,23.0,0.0,P.1,0,0.0
Denmark,2020-10-25,2970,1153.0,38.8,P.1,0,0.0
Estonia,2020-10-25,213,0.0,0.0,P.1,0,
Finland,2020-10-25,1426,39.0,2.7,P.1,0,0.0
France,2020-10-25,162060,94.0,0.1,P.1,0,0.0
Germany,2020-10-25,40968,129.0,0.3,P.1,0,0.0
Greece,2020-10-25,3012,0.0,0.0,P.1,0,
Hungary,2020-10-25,9191,1.0,0.0,P.1,0,0.0
Iceland,2020-10-25,529,480.0,90.7,P.1,0,0.0
Ireland,2020-10-25,7434,82.0,1.1,P.1,0,0.0
Italy,2020-10-25,59291,63.0,0.1,P.1,0,0.0
Latvia,2020-10-25,780,8.0,1.0,P.1,0,0.0
Liechtenstein,2020-10-25,86,0.0,0.0,P.1,0,
Lithuania,2020-10-25,1399,2.0,0.1,P.1,0,0.0
Luxembourg,2020-10-25,1286,32.0,2.5,P.1,0,0.0
Malta,2020-10-25,894,0.0,0.0,P.1,0,
Netherlands,2020-10-25,53784,214.0,0.4,P.1,0,0.0
Norway,2020-10-25,915,56.0,6.1,P.1,0,0.0
Poland,2020-10-25,49950,0.0,0.0,P.1,0,
Portugal,2020-10-25,13247,0.0,0.0,P.1,0,
Romania,2020-10-25,25105,0.0,0.0,P.1,0,
Slovakia,2020-10-25,9984,0.0,0.0,P.1,0,
Slovenia,2020-10-25,4479,12.0,0.3,P.1,0,0.0
Spain,2020-10-25,85481,344.0,0.4,P.1,0,0.0
Sweden,2020-10-25,5754,7.0,0.1,P.1,0,0.0
Austria,2020-11-01,16979,38.0,0.2,B.1.1.7,0,0.0
Belgium,2020-11-01,109639,241.0,0.2,B.1.1.7,0,0.0
Bulgaria,2020-11-01,8386,0.0,0.0,B.1.1.7,0,
Croatia,2020-11-01,10800,0.0,0.0,B.1.1.7,0,
Cyprus,2020-11-01,901,4.0,0.4,B.1.1.7,0,0.0
Czechia,2020-11-01,84212,37.0,0.0,B.1.1.7,0,0.0
Denmark,2020-11-01,4964,396.0,8.0,B.1.1.7,0,0.0
Estonia,2020-11-01,333,0.0,0.0,B.1.1.7,0,
Finland,2020-11-01,1424,57.0,4.0,B.1.1.7,0,0.0
France,2020-11-01,241473,141.0,0.1,B.1.1.7,0,0.0
Germany,2020-11-01,71567,126.0,0.2,B.1.1.7,0,0.0
Greece,2020-11-01,5412,1.0,0.0,B.1.1.7,0,0.0
Hungary,2020-11-01,13795,5.0,0.0,B.1.1.7,0,0.0
Iceland,2020-11-01,393,349.0,88.8,B.1.1.7,0,0.0
Ireland,2020-11-01,7166,18.0,0.3,B.1.1.7,0,0.0
Italy,2020-11-01,111541,51.0,0.0,B.1.1.7,0,0.0
Latvia,2020-11-01,1228,4.0,0.3,B.1.1.7,0,0.0
Liechtenstein,2020-11-01,141,3.0,2.1,B.1.1.7,0,0.0
Lithuania,2020-11-01,2663,0.0,0.0,B.1.1.7,0,
Luxembourg,2020-11-01,3558,361.0,10.1,B.1.1.7,0,0.0
Malta,2020-11-01,838,0.0,0.0,B.1.1.7,0,
Netherlands,2020-11-01,62691,194.0,0.3,B.1.1.7,0,0.0
Norway,2020-11-01,1096,66.0,6.0,B.1.1.7,0,0.0
Poland,2020-11-01,77922,0.0,0.0,B.1.1.7,0,
Portugal,2020-11-01,18775,1.0,0.0,B.1.1.7,0,0.0
Romania,2020-11-01,29260,1.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-11-01,14008,0.0,0.0,B.1.1.7,0,
Slovenia,2020-11-01,9806,20.0,0.2,B.1.1.7,0,0.0
Spain,2020-11-01,123871,157.0,0.1,B.1.1.7,0,0.0
Sweden,2020-11-01,9453,22.0,0.2,B.1.1.7,0,0.0
Austria,2020-11-01,16979,38.0,0.2,B.1.351,0,0.0
Belgium,2020-11-01,109639,241.0,0.2,B.1.351,0,0.0
Bulgaria,2020-11-01,8386,0.0,0.0,B.1.351,0,
Croatia,2020-11-01,10800,0.0,0.0,B.1.351,0,
Cyprus,2020-11-01,901,4.0,0.4,B.1.351,0,0.0
Czechia,2020-11-01,84212,37.0,0.0,B.1.351,0,0.0
Denmark,2020-11-01,4964,396.0,8.0,B.1.351,0,0.0
Estonia,2020-11-01,333,0.0,0.0,B.1.351,0,
Finland,2020-11-01,1424,57.0,4.0,B.1.351,0,0.0
France,2020-11-01,241473,141.0,0.1,B.1.351,0,0.0
Germany,2020-11-01,71567,126.0,0.2,B.1.351,0,0.0
Greece,2020-11-01,5412,1.0,0.0,B.1.351,0,0.0
Hungary,2020-11-01,13795,5.0,0.0,B.1.351,0,0.0
Iceland,2020-11-01,393,349.0,88.8,B.1.351,0,0.0
Ireland,2020-11-01,7166,18.0,0.3,B.1.351,0,0.0
Italy,2020-11-01,111541,51.0,0.0,B.1.351,0,0.0
Latvia,2020-11-01,1228,4.0,0.3,B.1.351,0,0.0
Liechtenstein,2020-11-01,141,3.0,2.1,B.1.351,0,0.0
Lithuania,2020-11-01,2663,0.0,0.0,B.1.351,0,
Luxembourg,2020-11-01,3558,361.0,10.1,B.1.351,0,0.0
Malta,2020-11-01,838,0.0,0.0,B.1.351,0,
Netherlands,2020-11-01,62691,194.0,0.3,B.1.351,0,0.0
Norway,2020-11-01,1096,66.0,6.0,B.1.351,0,0.0
Poland,2020-11-01,77922,0.0,0.0,B.1.351,0,
Portugal,2020-11-01,18775,1.0,0.0,B.1.351,0,0.0
Romania,2020-11-01,29260,1.0,0.0,B.1.351,0,0.0
Slovakia,2020-11-01,14008,0.0,0.0,B.1.351,0,
